sample_id,region_id,T,F,P,En
hn-sinc-nsf_LA_D_8314448,10,speech,mid,consonant,"From 1.22 to 1.39 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8413105,15,speech,low,consonant,"From 1.59 to 1.76 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8419568,16,speech,low,consonant,"From 1.87 to 2.41 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8433710,16,speech,low,consonant,"From 1.5 to 1.7 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8523156,4,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_8554979,11,speech,mid,consonant,"From 1.9 to 2.4 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8556149,2,speech,high,consonant,"From 1.1 to 1.4 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8559056,3,speech,high,vowel,"From 2.42 to 2.66 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of spectral texture can weaken the natural resonance of the aligned vowel and make it sound hollow or synthetic."
hn-sinc-nsf_LA_D_8635476,2,speech,high,consonant,"From 1.0 to 1.3 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8635731,16,speech,low,consonant,"From 2.4 to 2.53 seconds, this low-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_8679267,3,speech,high,vowel,"From 1.6 to 2.4 seconds, this high-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. Because the region is aligned with a vowel, the excessive regularity can make its sustained resonance sound robotic or mechanical."
hn-sinc-nsf_LA_D_8699257,12,speech,mid,consonant,This mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_8705922,14,speech,low,vowel,"From 0.98 to 1.47 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_8737588,6,speech,mid,consonant,"From 1.33 to 1.58 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8765991,16,speech,low,consonant,"From 1.85 to 2.16 seconds, this low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8767671,4,speech,high,consonant,"From 2.9 to 3.2 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8836257,7,speech,mid,consonant,This mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_8892065,16,speech,low,consonant,This low-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_8894154,7,speech,mid,consonant,"This mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_8924553,11,speech,mid,consonant,"From 2.4 to 2.54 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_8932352,11,speech,mid,consonant,"From 2.22 to 2.54 seconds, this mid-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_8932352,12,speech,mid,consonant,"From 3.69 to 4.21 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_8947861,4,speech,high,consonant,This high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic.
hn-sinc-nsf_LA_D_8986360,15,speech,low,vowel,"From 2.33 to 2.59 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_8988945,7,speech,mid,consonant,"From 2.3 to 2.6 seconds, this mid-frequency region shows overly regular, repeated spectral structure that is unlikely to arise from natural vocal variation. The region is aligned with a consonant, and the repeated structure can replace a natural transient with a robotic or mechanical pattern."
hn-sinc-nsf_LA_D_9039818,3,speech,high,consonant,"From 1.66 to 2.21 seconds, this high-frequency region shows smeared or irregular harmonic energy with reduced spectral definition. The region is aligned with a consonant, and the smeared energy can reduce the sharpness of its onset and articulation."
hn-sinc-nsf_LA_D_9064936,3,speech,high,consonant,"From 1.06 to 1.16 seconds, this high-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
hn-sinc-nsf_LA_D_9065762,16,speech,low,vowel,"From 1.30 to 1.45 seconds, this low-frequency region shows weakened and fragmented resonant structure. Because the region is aligned with a vowel, the loss of formant definition can reduce vowel clarity and natural resonance."
hn-sinc-nsf_LA_D_9095164,11,speech,mid,consonant,"From 2.2 to 2.8 seconds, this mid-frequency region shows an unnaturally uniform noise floor with too little fine-grained spectral variation. This loss of fine spectral texture can suppress the transient or turbulent detail of the aligned consonant and make it sound dull or synthetic."
